SessionID,TreatmentNumber,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,Pair,RoleTrust,InGroup,input_self[1],input_self[2],input_self[3],input_self[4],input_self[5],input_self[6],input_other[1],input_other[2],input_other[3],input_other[4],input_other[5],input_other[6],chosen_option[1],chosen_option[2],chosen_option[3],chosen_option[4],chosen_option[5],chosen_option[6],item_order[1],item_order[2],item_order[3],item_order[4],item_order[5],item_order[6],random_numbers[1],random_numbers[2],random_numbers[3],random_numbers[4],random_numbers[5],random_numbers[6],all_unique,item_rank,svoGroup,Role,raven1,raven2,raven3,raven4,raven5,Q1,Q2,Q3,Q4,Q5,GroupCorrect1,GroupCorrect2,GroupCorrect3,GroupCorrect4,GroupCorrect5,ravenfeedback1,RoleDictator,TrustGame,TrustGameResponder,trustfeedback1,Trio,Allocation,ravenprofit,trustprofit,dictatorprofit,AllocationDummy,TimeOKColorOK,TimeChatGroup1raven1OK,TimeChatGroupraven2OK,TimeChatGroupraven3OK,TimeChatGroupraven4OK,TimeChatGroupraven5OK,checker1,checker2,checker3,counter,fakepropose,fakerespond,TimePracticeTrustOK,TimeAEPracticeTrustOK,TimeTrustGameProposeOK,TimeAETrustGameResponseOK,Other1,Other2,Other1Team,Other2Team,Other1Num,Other2Num,TimeDictatorAllocateOK,random_dict,Dictator_roundpay,Dictator_team,Dictator_num,random_round,DictatorProfit,SelectedTeam,SelectedNum,item_num,self[1],self[2],self[3],self[4],self[5],self[6],self[7],self[8],self[9],other[1],other[2],other[3],other[4],other[5],other[6],other[7],other[8],other[9],option,LeaveStage,TimeSVOItemsOK,TimeKillSVOItemsOK,mean_to_self,mean_to_other,k,svo_angle,svo_type,avg_dist_to_equality,avg_dist_to_altruist,avg_dist_to_joint,avg_dist_to_indiv,j,not_altru_indiv,inequality_aversion_score,payed_slider,svoProfit,kept_of_sender,received_from_sender,TimeSummaryOK,q1,q2,q3,q4,q5,TimeOKCollectivismOK,totalpayoff,ToPay,TimeFinalFeedbackOK,
141218_0927,2,subjects,1,7,2,0,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,4,3,5,0.309392668,0.737220248,0.000437137,0.44193956,0.334131783,0.61580651,1,1,3,2,1,4,6,2,6,10,10,10,10,10,5,5,5,5,0,-1,2,150,100,-1,6,35,70,100,0,35,28,49,2,21,13,15,1,0,0,6,0,0,99999,99999,14,0,3,1,5,1,3,4,99999,1,35,1,4,4,0,0,0,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,170,29,-,
141218_0927,2,subjects,1,8,2,0,0,0,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,6,3,2,0.004062078,0.878292224,0.822747286,0.962578654,0.622410377,0.141652253,1,1,3,1,1,4,6,2,7,10,10,10,10,0,5,5,5,5,0,-1,1,40,0,-1,8,30,60,110,0,40,28,1,4,76,54,7,0,1,1,4,35,25,99999,99999,17,0,2,3,4,4,3,4,99999,1,30,2,4,1,30,2,4,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,200,34,-,
141218_0927,2,subjects,1,9,3,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0.33432501,0.626116597,0.727185415,0.789128238,0.807259167,0.900247718,1,1,6,2,5,2,6,1,8,0,0,10,0,0,0,0,0,0,0,-1,1,1,0,-1,7,35,10,149,0,35,28,8,4,5,2,2,1,0,0,4,0,0,99999,99999,22,0,2,3,3,5,2,1,99999,1,30,3,1,5,0,0,0,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,2,0,0,0,-,-1,-1,-1,-1,-1,-,159,27,-,
141218_0927,2,subjects,1,10,3,0,0,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,5,1,4,0.453606419,0.457406207,0.836566495,0.763092141,0.274231141,0.495232036,1,1,6,1,5,0,8,2,8,0,0,0,10,0,0,0,0,0,0,-1,2,60,0,-1,7,25,10,90,0,45,28,14,0,5,1,3,0,1,1,4,60,60,99999,99999,13,0,3,1,5,3,1,1,99999,1,35,3,1,2,0,0,0,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,2,0,0,0,-,-1,-1,-1,-1,-1,-,100,17,-,
141218_0927,2,subjects,1,11,3,0,0,0,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6,3,4,1,0.50816548,0.271352163,0.910374235,0.347907076,0.377283517,0.00278056,1,1,5,2,5,2,6,2,8,0,0,10,10,0,0,0,0,0,0,-1,2,25,0,-1,4,35,20,125,0,35,28,12,2,2,2,2,0,1,1,4,30,1,99999,99999,9,0,3,1,6,1,4,3,99999,1,35,1,3,5,0,0,0,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,2,0,0,0,-,-1,-1,-1,-1,-1,-,145,25,-,
141218_0927,2,subjects,1,12,3,0,0,0,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,2,1,6,0.749417124,0.502344276,0.805223981,0.463391307,0.173084278,0.860021857,1,1,5,1,5,2,0,6,8,0,0,0,0,0,0,0,0,0,0,-1,1,40,5,-1,3,50,0,115,0,20,24,84,1,0,84,14,0,1,1,5,20,20,99999,99999,9,0,2,3,5,6,4,3,99999,1,30,3,4,1,30,3,4,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,2,0,0,0,-,-1,-1,-1,-1,-1,-,145,25,-,
141218_0927,2,subjects,1,13,4,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,4,2,6,0.425200685,0.033256461,0.270480542,0.399445773,0.185881791,0.508707386,1,1,8,2,1,0,6,2,6,10,0,10,10,10,5,0,5,5,5,-1,3,75,50,-1,1,35,60,175,0,35,29,52,0,89,0,24,0,1,1,5,70,65,99999,99999,24,3,1,2,1,2,2,1,99999,1,35,1,2,2,0,0,0,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,5,0,0,0,-,-1,-1,-1,-1,-1,-,235,40,-,
141218_0927,2,subjects,1,14,4,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,4,6,1,0.152938448,0.09146358,0.346957184,0.271624078,0.828007555,0.02745598,1,1,8,1,1,7,6,2,6,10,0,10,10,10,5,0,5,5,5,-1,2,150,225,-1,2,35,60,225,0,35,28,36,6,85,58,9,1,0,0,5,0,0,99999,99999,26,21,3,1,6,1,2,1,99999,1,35,1,1,1,35,1,1,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,5,0,0,0,-,-1,-1,-1,-1,-1,-,320,54,-,
141218_0927,2,subjects,1,15,4,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,6,3,4,0.115265661,0.047517249,0.373762599,0.45306421,0.301809288,0.361324991,1,1,7,2,1,7,6,2,6,10,0,10,10,10,5,0,5,5,5,-1,2,90,105,-1,8,40,60,165,0,30,24,2,4,78,4,6,1,0,0,4,145,0,99999,99999,23,6,3,1,4,2,4,4,99999,1,30,2,4,4,0,0,0,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,5,0,0,0,-,-1,-1,-1,-1,-1,-,225,38,-,
141218_0927,2,subjects,1,16,4,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,6,2,1,0.259318308,0.650169519,0.489409314,0.659773025,0.179771833,0.146893778,1,1,7,1,1,0,6,2,6,10,0,10,10,10,5,0,5,5,5,-1,3,100,150,-1,8,35,60,150,0,35,28,43,0,82,2,7,0,1,1,4,150,225,99999,99999,26,20,1,2,2,4,4,3,99999,1,40,2,4,5,0,0,0,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,5,0,0,0,-,-1,-1,-1,-1,-1,-,210,35,-,
141218_0927,2,subjects,1,17,5,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,6,3,2,0.635346832,0.00306431,0.662512067,0.780992241,0.452663198,0.362804139,1,1,10,2,1,8,6,2,6,10,0,10,10,10,0,0,5,5,0,-1,3,75,75,-1,7,35,50,150,0,35,28,30,1,82,5,7,1,0,0,4,0,0,99999,99999,21,12,1,2,3,3,1,2,99999,1,35,3,1,1,35,3,1,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,235,40,-,
141218_0927,2,subjects,1,18,5,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,1,6,0.559288432,0.604827413,0.676806775,0.731497934,0.269956146,0.960671331,1,1,10,1,1,3,6,2,6,10,0,10,10,10,0,0,5,5,0,-1,2,150,225,-1,5,35,50,225,0,35,28,24,4,93,78,7,0,1,1,4,1,1,99999,99999,25,19,3,1,6,2,1,2,99999,1,35,2,2,5,0,0,0,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,275,46,-,
141218_0927,2,subjects,1,19,5,0,0,0,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,6,5,0.289621991,0.649167566,0.640756075,0.345460884,0.944540789,0.785452864,1,1,9,2,0,0,6,2,3,0,0,10,10,0,0,0,5,5,0,-1,3,150,100,-1,6,0,30,350,0,70,28,0,0,68,44,4,1,0,0,6,100,0,99999,99999,22,4,1,2,1,2,4,3,99999,1,35,1,4,5,0,0,0,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,380,64,-,
141218_0927,2,subjects,1,20,5,0,0,0,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,6,2,5,0.436502755,0.588586527,0.059442346,0.983117708,0.113826857,0.84030363,1,1,9,1,1,7,6,2,6,10,0,10,10,10,0,0,5,5,0,-1,2,40,0,-1,3,35,50,120,0,35,28,8,10,81,16,11,0,1,1,4,11,11,99999,99999,24,9,3,1,6,3,3,4,99999,1,50,3,4,1,50,3,4,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,220,37,-,
141218_0927,2,subjects,1,21,6,0,0,0,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,5,1,6,0.399099334,0.322969411,0.228386351,0.46070174,0.039206553,0.608337533,1,1,12,2,1,7,6,2,6,10,0,10,10,10,5,0,0,0,0,-1,3,1,0,-1,5,35,45,3,0,35,28,55,2,15,46,7,0,1,1,4,150,230,99999,99999,22,15,1,2,2,5,2,2,99999,1,35,2,2,3,0,0,0,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,1,0,0,0,-,-1,-1,-1,-1,-1,-,48,8,-,
141218_0927,2,subjects,1,22,6,0,0,0,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,1,2,3,0.523710011,0.843733882,0.350869502,0.087156193,0.274198433,0.283262061,1,1,12,1,1,7,6,2,5,10,0,10,10,0,5,0,0,0,0,-1,3,60,0,-1,2,35,35,180,0,35,28,16,0,49,86,1,0,1,1,4,9,1,99999,99999,27,6,1,2,1,4,1,2,99999,1,35,1,1,5,0,0,0,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,1,0,0,0,-,-1,-1,-1,-1,-1,-,215,36,-,
141218_0927,2,subjects,1,23,6,0,0,0,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,6,5,0.106285801,0.113664001,0.22087114,0.203003703,0.732870906,0.70936415,1,1,11,2,1,1,6,2,6,10,0,10,10,10,5,0,0,0,0,-1,3,25,0,-1,3,35,45,75,0,35,27,10,2,47,19,3,1,0,0,4,0,0,99999,99999,17,15,1,2,3,5,4,4,99999,1,20,3,4,2,0,0,0,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,1,0,0,0,-,-1,-1,-1,-1,-1,-,120,20,-,
141218_0927,2,subjects,1,24,6,0,0,0,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,3,4,1,0.038178749,0.622174717,0.890466002,0.217697184,0.260038449,0.013600385,1,1,11,1,1,1,0,3,6,10,0,0,0,10,5,0,0,0,0,-1,3,40,5,-1,4,36,25,115,0,34,23,17,3,0,1,13,0,1,1,4,50,25,99999,99999,22,1,1,2,1,3,3,3,99999,1,35,1,3,2,0,0,0,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,1,0,0,0,-,-1,-1,-1,-1,-1,-,140,24,-,
141218_0927,2,subjects,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,3,4,2,0.391773064,0.8723577,0.91701692,0.485111657,0.501861188,0.462416167,1,1,2,2,1,2,6,2,6,10,0,10,10,10,0,0,5,5,5,-1,1,0,0,-1,7,35,55,125,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,5,5,1,3,99999,2,35,5,1,1,30,1,1,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,210,35,-,
141218_0927,2,subjects,2,2,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,5,2,4,0.29682055,0.644985949,0.949029255,0.887510667,0.34093129,0.760057181,1,1,2,1,1,4,6,2,6,10,10,10,10,10,0,0,5,5,5,-1,1,0,0,-1,4,35,65,225,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,4,5,4,2,99999,2,35,4,4,5,0,0,0,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,290,49,-,
141218_0927,2,subjects,2,3,1,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,6,3,4,0.285776117,0.081698628,0.715871065,0.95644455,0.338250796,0.693703224,1,1,1,2,0,2,6,2,6,0,0,10,10,10,0,0,5,5,5,-1,1,0,0,-1,5,35,45,165,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,2,4,1,3,99999,2,35,2,1,2,35,2,1,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,245,41,-,
141218_0927,2,subjects,2,4,1,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,6,1,4,0.824366581,0.529892321,0.495378192,0.917504336,0.442072797,0.82126981,1,1,1,1,1,0,6,2,6,10,0,10,10,10,0,0,5,5,5,-1,1,0,0,-1,3,35,55,200,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,3,4,4,2,99999,2,10,3,4,2,10,3,4,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,265,45,-,
141218_0927,2,subjects,2,5,2,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,2,1,3,0.900696484,0.981120587,0.721658796,0.466205935,0.019571412,0.632592146,1,1,4,2,1,4,6,2,6,10,10,10,10,10,5,5,5,5,0,-1,2,0,0,-1,5,35,70,150,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,4,1,3,3,99999,2,30,2,1,2,30,2,1,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,250,42,-,
141218_0927,2,subjects,2,6,2,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,6,5,0.10884383,0.278844669,0.247108429,0.459525621,0.658160435,0.496539593,1,1,4,1,1,4,6,2,6,10,10,10,10,10,5,5,5,5,0,-1,1,0,0,-1,8,50,70,225,0,20,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,2,6,4,4,99999,2,35,2,4,1,30,2,2,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,325,55,-,
141218_0927,2,subjects,2,7,2,0,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,3,5,1,0.683348728,0.293559218,0.877417341,0.580752119,0.87459373,0.094510744,1,1,3,2,1,4,6,2,6,10,10,10,10,10,5,5,5,5,0,-1,1,0,0,-1,2,35,70,100,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,3,6,1,3,99999,2,20,3,1,3,0,0,0,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,170,29,-,
141218_0927,2,subjects,2,8,2,0,0,0,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,5,1,4,0.698297035,0.966258148,0.129128191,0.919383404,0.04206697,0.90024673,1,1,3,1,1,4,6,2,7,10,10,10,10,0,5,5,5,5,0,-1,2,0,0,-1,8,35,60,110,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,2,4,2,99999,2,30,2,4,2,30,2,4,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,200,34,-,
141218_0927,2,subjects,2,9,3,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,4,1,5,0.979339228,0.700867844,0.651232013,0.723728107,0.485848644,0.849776291,1,1,6,2,5,2,6,1,8,0,0,10,0,0,0,0,0,0,0,-1,2,0,0,-1,2,50,10,149,0,20,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,2,3,3,99999,2,30,3,1,2,30,3,1,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,5,0,0,0,-,-1,-1,-1,-1,-1,-,189,32,-,
141218_0927,2,subjects,2,10,3,0,0,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,2,5,6,0.285345944,0.456237243,0.26341962,0.278271854,0.716399049,0.879537997,1,1,6,1,5,0,8,2,8,0,0,0,10,0,0,0,0,0,0,-1,1,0,0,-1,6,67,10,90,0,3,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,5,6,4,2,99999,2,35,5,4,4,0,0,0,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,5,0,0,0,-,-1,-1,-1,-1,-1,-,100,17,-,
141218_0927,2,subjects,2,11,3,0,0,0,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,3,1,4,0.93724928,0.947902816,0.25644781,0.518820817,0.005812063,0.702428972,1,1,5,2,5,2,6,2,8,0,0,10,10,0,0,0,0,0,0,-1,1,0,0,-1,1,35,20,125,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,4,6,1,1,99999,2,35,4,1,5,0,0,0,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,5,0,0,0,-,-1,-1,-1,-1,-1,-,145,25,-,
141218_0927,2,subjects,2,12,3,0,0,0,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,3,5,2,0.82147734,0.936727599,0.16027223,0.542346165,0.850740171,0.357049026,1,1,5,1,5,2,0,6,8,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,-1,3,60,0,115,0,10,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,4,1,2,4,99999,2,30,3,4,5,0,0,0,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,5,0,0,0,-,-1,-1,-1,-1,-1,-,115,20,-,
141218_0927,2,subjects,2,13,4,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,6,1,5,0.523743785,0.470098993,0.436803537,0.781011364,0.07008255,0.753247121,1,1,8,2,1,0,6,2,6,10,0,10,10,10,5,0,5,5,5,-1,2,0,0,-1,1,35,60,175,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,3,1,3,99999,2,30,4,1,3,0,0,0,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,235,40,-,
141218_0927,2,subjects,2,14,4,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,3,1,5,0.152124965,0.118340448,0.809284895,0.151371577,0.080336028,0.764281762,1,1,8,1,1,7,6,2,6,10,0,10,10,10,5,0,5,5,5,-1,3,0,0,-1,3,35,60,225,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,3,4,4,99999,2,60,3,4,5,0,0,0,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,285,48,-,
141218_0927,2,subjects,2,15,4,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,2,3,4,0.283577101,0.922975973,0.815666567,0.355019674,0.733602344,0.776904671,1,1,7,2,1,7,6,2,6,10,0,10,10,10,5,0,5,5,5,-1,3,0,0,-1,5,50,60,165,0,20,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,2,3,1,99999,2,35,2,1,1,30,2,4,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,255,43,-,
141218_0927,2,subjects,2,16,4,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,1,2,5,0.357889319,0.478928924,0.769854116,0.143688344,0.155921046,0.690603447,1,1,7,1,1,0,6,2,6,10,0,10,10,10,5,0,5,5,5,-1,2,0,0,-1,4,35,60,150,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,5,1,2,2,99999,2,30,4,4,1,40,2,4,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,250,42,-,
141218_0927,2,subjects,2,17,5,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,6,2,4,0.110391802,0.207627331,0.587129619,0.75440503,0.121835581,0.448490322,1,1,10,2,1,8,6,2,6,10,0,10,10,10,0,0,5,5,0,-1,2,0,0,-1,7,35,50,150,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,5,1,3,1,99999,2,30,5,1,3,0,0,0,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,1,0,0,0,-,-1,-1,-1,-1,-1,-,200,34,-,
141218_0927,2,subjects,2,18,5,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,5,2,3,0.457173582,0.241489525,0.915051075,0.632020324,0.395119706,0.446783751,1,1,10,1,1,3,6,2,6,10,0,10,10,10,0,0,5,5,0,-1,3,0,0,-1,4,35,50,225,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,4,2,4,99999,2,35,4,4,2,35,4,4,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,1,0,0,0,-,-1,-1,-1,-1,-1,-,310,52,-,
141218_0927,2,subjects,2,19,5,0,0,0,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,3,2,1,0.714447776,0.783866751,0.59256,0.337269094,0.257509743,0.209464515,1,1,9,2,0,0,6,2,3,0,0,10,10,0,0,0,5,5,0,-1,3,0,0,-1,7,30,30,350,0,40,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,5,1,1,99999,2,35,5,1,4,0,0,0,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,1,0,0,0,-,-1,-1,-1,-1,-1,-,380,64,-,
